,MATCH_ID,SCORE
64,Matches/MatchScorecard_ODI.asp?MatchCode=2976,40
65,Matches/MatchScorecard_ODI.asp?MatchCode=2977,8
67,Matches/MatchScorecard_ODI.asp?MatchCode=3080,32
68,Matches/MatchScorecard_ODI.asp?MatchCode=3082,8
69,Matches/MatchScorecard_ODI.asp?MatchCode=3084,16
71,Matches/MatchScorecard_ODI.asp?MatchCode=3090,16
73,Matches/MatchScorecard_ODI.asp?MatchCode=3102,16
74,Matches/MatchScorecard_ODI.asp?MatchCode=3104,8
75,Matches/MatchScorecard_ODI.asp?MatchCode=3106,8
76,Matches/MatchScorecard_ODI.asp?MatchCode=3109,8
78,Matches/MatchScorecard_ODI.asp?MatchCode=3112,8
80,Matches/MatchScorecard_ODI.asp?MatchCode=3117,24
81,Matches/MatchScorecard_ODI.asp?MatchCode=3334,24
82,Matches/MatchScorecard_ODI.asp?MatchCode=3336,16
84,Matches/MatchScorecard_ODI.asp?MatchCode=3353,8
85,Matches/MatchScorecard_ODI.asp?MatchCode=3355,16
86,Matches/MatchScorecard_ODI.asp?MatchCode=3357,16
89,Matches/MatchScorecard_ODI.asp?MatchCode=3412,32
91,Matches/MatchScorecard_ODI.asp?MatchCode=3422,8
93,Matches/MatchScorecard_ODI.asp?MatchCode=3427,20
97,Matches/MatchScorecard_ODI.asp?MatchCode=3506,8
98,Matches/MatchScorecard_ODI.asp?MatchCode=3520,16
99,Matches/MatchScorecard_ODI.asp?MatchCode=3521,8
100,Matches/MatchScorecard_ODI.asp?MatchCode=3525,16
101,Matches/MatchScorecard_ODI.asp?MatchCode=3593,8
102,Matches/MatchScorecard_ODI.asp?MatchCode=3596,8
103,Matches/MatchScorecard_ODI.asp?MatchCode=3597,16
104,Matches/MatchScorecard_ODI.asp?MatchCode=3598,16
105,Matches/MatchScorecard_ODI.asp?MatchCode=3617,24
106,Matches/MatchScorecard_ODI.asp?MatchCode=3622,8
107,Matches/MatchScorecard_ODI.asp?MatchCode=3625,16
109,Matches/MatchScorecard_ODI.asp?MatchCode=3655,16
110,Matches/MatchScorecard_ODI.asp?MatchCode=3657,16
111,Matches/MatchScorecard_ODI.asp?MatchCode=3661,8
114,Matches/MatchScorecard_ODI.asp?MatchCode=3683,8
115,Matches/MatchScorecard_ODI.asp?MatchCode=3728,8
118,Matches/MatchScorecard_ODI.asp?MatchCode=3740,24
119,Matches/MatchScorecard_ODI.asp?MatchCode=3742,8
120,Matches/MatchScorecard_ODI.asp?MatchCode=3752,16
121,Matches/MatchScorecard_ODI.asp?MatchCode=3757,24
122,Matches/MatchScorecard_ODI.asp?MatchCode=3762,16
123,Matches/MatchScorecard_ODI.asp?MatchCode=3766,16
124,Matches/MatchScorecard_ODI.asp?MatchCode=3775,24
125,Matches/MatchScorecard_ODI.asp?MatchCode=3788,8
127,Matches/MatchScorecard_ODI.asp?MatchCode=3852,16
128,Matches/MatchScorecard_ODI.asp?MatchCode=3855,16
131,Matches/MatchScorecard_ODI.asp?MatchCode=3898,16
133,Matches/MatchScorecard_ODI.asp?MatchCode=3905,8
134,Matches/MatchScorecard_ODI.asp?MatchCode=3907,24
135,Matches/MatchScorecard_ODI.asp?MatchCode=3909,20
136,Matches/MatchScorecard_ODI.asp?MatchCode=3939,16
138,Matches/MatchScorecard_ODI.asp?MatchCode=3944,8
