,MATCH_ID,SCORE
96,Matches/MatchScorecard_ODI.asp?MatchCode=2782,8
98,Matches/MatchScorecard_ODI.asp?MatchCode=2787,44
99,Matches/MatchScorecard_ODI.asp?MatchCode=2788,8
100,Matches/MatchScorecard_ODI.asp?MatchCode=2792,36
101,Matches/MatchScorecard_ODI.asp?MatchCode=2793,8
102,Matches/MatchScorecard_ODI.asp?MatchCode=2797,8
103,Matches/MatchScorecard_ODI.asp?MatchCode=2798,24
104,Matches/MatchScorecard_ODI.asp?MatchCode=2800,16
105,Matches/MatchScorecard_ODI.asp?MatchCode=2801,24
106,Matches/MatchScorecard_ODI.asp?MatchCode=2817,28
107,Matches/MatchScorecard_ODI.asp?MatchCode=2818,8
108,Matches/MatchScorecard_ODI.asp?MatchCode=2819,8
109,Matches/MatchScorecard_ODI.asp?MatchCode=2828,44
110,Matches/MatchScorecard_ODI.asp?MatchCode=2829,8
111,Matches/MatchScorecard_ODI.asp?MatchCode=2833,16
113,Matches/MatchScorecard_ODI.asp?MatchCode=2844,16
114,Matches/MatchScorecard_ODI.asp?MatchCode=2847,16
116,Matches/MatchScorecard_ODI.asp?MatchCode=2860,8
117,Matches/MatchScorecard_ODI.asp?MatchCode=2865,16
118,Matches/MatchScorecard_ODI.asp?MatchCode=2871,12
120,Matches/MatchScorecard_ODI.asp?MatchCode=2896,28
121,Matches/MatchScorecard_ODI.asp?MatchCode=2899,12
122,Matches/MatchScorecard_ODI.asp?MatchCode=2900,40
126,Matches/MatchScorecard_ODI.asp?MatchCode=2932,8
127,Matches/MatchScorecard_ODI.asp?MatchCode=2935,8
128,Matches/MatchScorecard_ODI.asp?MatchCode=2937,16
129,Matches/MatchScorecard_ODI.asp?MatchCode=2940,8
130,Matches/MatchScorecard_ODI.asp?MatchCode=2943,20
133,Matches/MatchScorecard_ODI.asp?MatchCode=2946,8
135,Matches/MatchScorecard_ODI.asp?MatchCode=2975,8
136,Matches/MatchScorecard_ODI.asp?MatchCode=2976,12
137,Matches/MatchScorecard_ODI.asp?MatchCode=2977,28
138,Matches/MatchScorecard_ODI.asp?MatchCode=2978,8
139,Matches/MatchScorecard_ODI.asp?MatchCode=3013,16
140,Matches/MatchScorecard_ODI.asp?MatchCode=3014,32
141,Matches/MatchScorecard_ODI.asp?MatchCode=3016,20
142,Matches/MatchScorecard_ODI.asp?MatchCode=3025,24
144,Matches/MatchScorecard_ODI.asp?MatchCode=3031,16
145,Matches/MatchScorecard_ODI.asp?MatchCode=3040,8
146,Matches/MatchScorecard_ODI.asp?MatchCode=3042,20
147,Matches/MatchScorecard_ODI.asp?MatchCode=3045,20
148,Matches/MatchScorecard_ODI.asp?MatchCode=3046,20
151,Matches/MatchScorecard_ODI.asp?MatchCode=3062,24
152,Matches/MatchScorecard_ODI.asp?MatchCode=3063,8
153,Matches/MatchScorecard_ODI.asp?MatchCode=3066,8
156,Matches/MatchScorecard_ODI.asp?MatchCode=3071,12
157,Matches/MatchScorecard_ODI.asp?MatchCode=3072,8
158,Matches/MatchScorecard_ODI.asp?MatchCode=3073,8
159,Matches/MatchScorecard_ODI.asp?MatchCode=3091,8
162,Matches/MatchScorecard_ODI.asp?MatchCode=3123,24
163,Matches/MatchScorecard_ODI.asp?MatchCode=3126,16
164,Matches/MatchScorecard_ODI.asp?MatchCode=3132,8
165,Matches/MatchScorecard_ODI.asp?MatchCode=3130,44
166,Matches/MatchScorecard_ODI.asp?MatchCode=3161,28
167,Matches/MatchScorecard_ODI.asp?MatchCode=3163,20
169,Matches/MatchScorecard_ODI.asp?MatchCode=3170,8
170,Matches/MatchScorecard_ODI.asp?MatchCode=3171,16
173,Matches/MatchScorecard_ODI.asp?MatchCode=3215,16
175,Matches/MatchScorecard_ODI.asp?MatchCode=3219,20
176,Matches/MatchScorecard_ODI.asp?MatchCode=3222,20
177,Matches/MatchScorecard_ODI.asp?MatchCode=3235,12
179,Matches/MatchScorecard_ODI.asp?MatchCode=3256,24
180,Matches/MatchScorecard_ODI.asp?MatchCode=3259,8
181,Matches/MatchScorecard_ODI.asp?MatchCode=3263,20
182,Matches/MatchScorecard_ODI.asp?MatchCode=3276,12
184,Matches/MatchScorecard_ODI.asp?MatchCode=3282,8
185,Matches/MatchScorecard_ODI.asp?MatchCode=3283,8
191,Matches/MatchScorecard_ODI.asp?MatchCode=3335,20
192,Matches/MatchScorecard_ODI.asp?MatchCode=3337,16
195,Matches/MatchScorecard_ODI.asp?MatchCode=3346,24
197,Matches/MatchScorecard_ODI.asp?MatchCode=3369,32
199,Matches/MatchScorecard_ODI.asp?MatchCode=3375,16
201,Matches/MatchScorecard_ODI.asp?MatchCode=3386,28
203,Matches/MatchScorecard_ODI.asp?MatchCode=3395,8
204,Matches/MatchScorecard_ODI.asp?MatchCode=3397,12
206,Matches/MatchScorecard_ODI.asp?MatchCode=3431,8
207,Matches/MatchScorecard_ODI.asp?MatchCode=3432,8
208,Matches/MatchScorecard_ODI.asp?MatchCode=3433,8
209,Matches/MatchScorecard_ODI.asp?MatchCode=3434,28
210,Matches/MatchScorecard_ODI.asp?MatchCode=3435,8
212,Matches/MatchScorecard_ODI.asp?MatchCode=3456,12
213,Matches/MatchScorecard_ODI.asp?MatchCode=3457,20
215,Matches/MatchScorecard_ODI.asp?MatchCode=3461,24
216,Matches/MatchScorecard_ODI.asp?MatchCode=3463,24
219,Matches/MatchScorecard_ODI.asp?MatchCode=3505,16
220,Matches/MatchScorecard_ODI.asp?MatchCode=3510,20
221,Matches/MatchScorecard_ODI.asp?MatchCode=3514,16
222,Matches/MatchScorecard_ODI.asp?MatchCode=3518,12
223,Matches/MatchScorecard_ODI.asp?MatchCode=3519,24
225,Matches/MatchScorecard_ODI.asp?MatchCode=3530,44
227,Matches/MatchScorecard_ODI.asp?MatchCode=3563,8
228,Matches/MatchScorecard_ODI.asp?MatchCode=3564,8
229,Matches/MatchScorecard_ODI.asp?MatchCode=3565,20
232,Matches/MatchScorecard_ODI.asp?MatchCode=3580,12
233,Matches/MatchScorecard_ODI.asp?MatchCode=3581,36
234,Matches/MatchScorecard_ODI.asp?MatchCode=3583,8
236,Matches/MatchScorecard_ODI.asp?MatchCode=3587,20
238,Matches/MatchScorecard_ODI.asp?MatchCode=3601,16
239,Matches/MatchScorecard_ODI.asp?MatchCode=3603,28
243,Matches/MatchScorecard_ODI.asp?MatchCode=3664,12
244,Matches/MatchScorecard_ODI.asp?MatchCode=3667,40
246,Matches/MatchScorecard_ODI.asp?MatchCode=3672,20
248,Matches/MatchScorecard_ODI.asp?MatchCode=3680,12
250,Matches/MatchScorecard_ODI.asp?MatchCode=3731,16
254,Matches/MatchScorecard_ODI.asp?MatchCode=3751,24
256,Matches/MatchScorecard_ODI.asp?MatchCode=3768,16
257,Matches/MatchScorecard_ODI.asp?MatchCode=3775,16
258,Matches/MatchScorecard_ODI.asp?MatchCode=3781,16
259,Matches/MatchScorecard_ODI.asp?MatchCode=3786,16
260,Matches/MatchScorecard_ODI.asp?MatchCode=3791,32
263,Matches/MatchScorecard_ODI.asp?MatchCode=3810,8
264,Matches/MatchScorecard_ODI.asp?MatchCode=3811,8
265,Matches/MatchScorecard_ODI.asp?MatchCode=3841,20
266,Matches/MatchScorecard_ODI.asp?MatchCode=3844,36
267,Matches/MatchScorecard_ODI.asp?MatchCode=3845,12
268,Matches/MatchScorecard_ODI.asp?MatchCode=3848,16
269,Matches/MatchScorecard_ODI.asp?MatchCode=3851,16
272,Matches/MatchScorecard_ODI.asp?MatchCode=3876,28
274,Matches/MatchScorecard_ODI.asp?MatchCode=3878,8
275,Matches/MatchScorecard_ODI.asp?MatchCode=3895,16
276,Matches/MatchScorecard_ODI.asp?MatchCode=3897,8
277,Matches/MatchScorecard_ODI.asp?MatchCode=3899,8
278,Matches/MatchScorecard_ODI.asp?MatchCode=3951,16
279,Matches/MatchScorecard_ODI.asp?MatchCode=3952,8
280,Matches/MatchScorecard_ODI.asp?MatchCode=3953,24
281,Matches/MatchScorecard_ODI.asp?MatchCode=3954,16
282,Matches/MatchScorecard_ODI.asp?MatchCode=3955,20
283,Matches/MatchScorecard_ODI.asp?MatchCode=3974,20
284,Matches/MatchScorecard_ODI.asp?MatchCode=3976,20
286,Matches/MatchScorecard_ODI.asp?MatchCode=4034,8
288,Matches/MatchScorecard_ODI.asp?MatchCode=4042,16
289,Matches/MatchScorecard_ODI.asp?MatchCode=4047,8
292,Matches/MatchScorecard_ODI.asp?MatchCode=4052,32
293,Matches/MatchScorecard_ODI.asp?MatchCode=4053,12
294,Matches/MatchScorecard_ODI.asp?MatchCode=4056,16
295,Matches/MatchScorecard_ODI.asp?MatchCode=4057,16
296,Matches/MatchScorecard_ODI.asp?MatchCode=4061,12
297,Matches/MatchScorecard_ODI.asp?MatchCode=4062,12
299,Matches/MatchScorecard_ODI.asp?MatchCode=4064,24
300,Matches/MatchScorecard_ODI.asp?MatchCode=4065,28
301,Matches/MatchScorecard_ODI.asp?MatchCode=4067,28
302,Matches/MatchScorecard_ODI.asp?MatchCode=4069,20
303,Matches/MatchScorecard_ODI.asp?MatchCode=4071,12
307,Matches/MatchScorecard_ODI.asp?MatchCode=4088,16
308,Matches/MatchScorecard_ODI.asp?MatchCode=4089,8
309,Matches/MatchScorecard_ODI.asp?MatchCode=4096,8
310,Matches/MatchScorecard_ODI.asp?MatchCode=4098,28
311,Matches/MatchScorecard_ODI.asp?MatchCode=4099,20
313,Matches/MatchScorecard_ODI.asp?MatchCode=4127,8
314,Matches/MatchScorecard_ODI.asp?MatchCode=4128,20
316,Matches/MatchScorecard_ODI.asp?MatchCode=4133,20
317,Matches/MatchScorecard_ODI.asp?MatchCode=4135,8
318,Matches/MatchScorecard_ODI.asp?MatchCode=4171,8
319,Matches/MatchScorecard_ODI.asp?MatchCode=4173,16
321,Matches/MatchScorecard_ODI.asp?MatchCode=4196,28
322,Matches/MatchScorecard_ODI.asp?MatchCode=4197,28
323,Matches/MatchScorecard_ODI.asp?MatchCode=4199,8
324,Matches/MatchScorecard_ODI.asp?MatchCode=4201,8
325,Matches/MatchScorecard_ODI.asp?MatchCode=4203,24
326,Matches/MatchScorecard_ODI.asp?MatchCode=4205,24
327,Matches/MatchScorecard_ODI.asp?MatchCode=4213,8
329,Matches/MatchScorecard_ODI.asp?MatchCode=4219,28
330,Matches/MatchScorecard_ODI.asp?MatchCode=4220,12
331,Matches/MatchScorecard_ODI.asp?MatchCode=4221,8
333,Matches/MatchScorecard_ODI.asp?MatchCode=4235,20
334,Matches/MatchScorecard_ODI.asp?MatchCode=4236,12
335,Matches/MatchScorecard_ODI.asp?MatchCode=4239,12
336,Matches/MatchScorecard_ODI.asp?MatchCode=4242,12
338,Matches/MatchScorecard_ODI.asp?MatchCode=4258,20
339,Matches/MatchScorecard_ODI.asp?MatchCode=4263,16
341,Matches/MatchScorecard_ODI.asp?MatchCode=4310,12
342,Matches/MatchScorecard_ODI.asp?MatchCode=4316,8
344,Matches/MatchScorecard_ODI.asp?MatchCode=4332,12
345,Matches/MatchScorecard_ODI.asp?MatchCode=4338,8
347,Matches/MatchScorecard_ODI.asp?MatchCode=4345,8
348,Matches/MatchScorecard_ODI.asp?MatchCode=4350,36
349,Matches/MatchScorecard_ODI.asp?MatchCode=4353,8
