Match-ID,Date,Game
Matches/MatchScorecard_ODI.asp?MatchCode=3368,2012-02-06,2011-2012 New Zealand v Zimbabwe  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3369,2012-02-08,2011-2012 Commonwealth Bank Series  - 2nd ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3370,2012-02-09,2011-2012 New Zealand v Zimbabwe  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3372,2012-02-10,2011-2012 Pakistan v Afghanistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3371,2012-02-10,2011-2012 Commonwealth Bank Series  - 3rd ODI - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3373,2012-02-12,2011-2012 Commonwealth Bank Series  - 4th ODI - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3374,2012-02-13,2011-2012 Pakistan v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3375,2012-02-14,2011-2012 Commonwealth Bank Series  - 5th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3376,2012-02-15,2011-2012 Pakistan v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3377,2012-02-17,2011-2012 Commonwealth Bank Series  - 6th ODI - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3379,2012-02-18,2011-2012 Pakistan v England  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3378,2012-02-18,2011 ICC World Cricket League Championship  - 9th ODI - Kenya v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3380,2012-02-19,2011-2012 Commonwealth Bank Series  - 7th ODI - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3381,2012-02-20,2011 ICC World Cricket League Championship  - 10th ODI - Kenya v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3383,2012-02-21,2011-2012 Pakistan v England  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3382,2012-02-21,2011-2012 Commonwealth Bank Series  - 8th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3384,2012-02-24,2011-2012 Commonwealth Bank Series  - 9th ODI - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3385,2012-02-25,2011-2012 New Zealand v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3386,2012-02-26,2011-2012 Commonwealth Bank Series  - 10th ODI - Australia v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3387,2012-02-28,2011-2012 Commonwealth Bank Series  - 11th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3388,2012-02-29,2011-2012 New Zealand v South Africa  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3389,2012-03-02,2011-2012 Commonwealth Bank Series  - 12th ODI - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3390,2012-03-03,2011-2012 New Zealand v South Africa  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3391,2012-03-04,2011-2012 Commonwealth Bank Series  - 13th ODI (1st Final) - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3392,2012-03-06,2011-2012 Commonwealth Bank Series  - 14th ODI (2nd Final) - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3393,2012-03-08,2011-2012 Commonwealth Bank Series  - 15th ODI (3rd Final) - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3394,2012-03-11,2011-2012 Asia Cup  - 1st ODI - Bangladesh v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3395,2012-03-13,2011-2012 Asia Cup  - 2nd ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3396,2012-03-15,2011-2012 Asia Cup  - 3rd ODI - Pakistan v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3397,2012-03-16,2011-2012 Asia Cup  - 4th ODI - Bangladesh v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3398,2012-03-16,2011-2012 West Indies v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3399,2012-03-18,2011-2012 Asia Cup  - 5th ODI - India v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3400,2012-03-18,2011-2012 West Indies v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3401,2012-03-20,2011-2012 Asia Cup  - 6th ODI - Bangladesh v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3402,2012-03-20,2011-2012 West Indies v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3403,2012-03-22,2011-2012 Asia Cup  - 7th ODI (Final) - Bangladesh v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3404,2012-03-23,2011-2012 West Indies v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3405,2012-03-25,2011-2012 West Indies v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3406,2012-03-29,2011 ICC World Cricket League Championship  - 11th ODI - Afghanistan v Netherlands -  
Matches/MatchScorecard_ODI.asp?MatchCode=3407,2012-03-31,2011 ICC World Cricket League Championship  - 12th ODI - Afghanistan v Netherlands -  
Matches/MatchScorecard_ODI.asp?MatchCode=3408,2012-06-07,2011-2012 Sri Lanka v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3409,2012-06-09,2011-2012 Sri Lanka v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3410,2012-06-13,2011-2012 Sri Lanka v Pakistan  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3411,2012-06-16,2011-2012 Sri Lanka v Pakistan  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3412,2012-06-16,2012 England v West Indies  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3413,2012-06-18,2011-2012 Sri Lanka v Pakistan  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3414,2012-06-19,2012 England v West Indies  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3416,2012-06-23,2012 Ireland v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3417,2012-06-29,2012 England v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3418,2012-07-01,2012 England v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3421,2012-07-05,2011 ICC World Cricket League Championship  - 14th ODI - Ireland v Afghanistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3422,2012-07-05,2012-2013 West Indies v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3423,2012-07-07,2012 England v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3424,2012-07-07,2012-2013 West Indies v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3426,2012-07-10,2012 England v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3427,2012-07-11,2012-2013 West Indies v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3429,2012-07-14,2012-2013 West Indies v New Zealand  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3430,2012-07-16,2012-2013 West Indies v New Zealand  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3431,2012-07-21,2012-2013 Sri Lanka v India  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3432,2012-07-24,2012-2013 Sri Lanka v India  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3433,2012-07-28,2012-2013 Sri Lanka v India  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3434,2012-07-31,2012-2013 Sri Lanka v India  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3435,2012-08-04,2012-2013 Sri Lanka v India  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3436,2012-08-24,2012 England v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3437,2012-08-25,2012-2013 Afghanistan v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3439,2012-08-28,2012-2013 Pakistan v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3438,2012-08-28,2012 England v South Africa  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3441,2012-08-31,2012-2013 Pakistan v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3440,2012-08-31,2012 England v South Africa  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3442,2012-09-02,2012 England v South Africa  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3443,2012-09-03,2012-2013 Pakistan v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3444,2012-09-05,2012 England v South Africa  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3446,2012-11-04,2012-2013 Sri Lanka v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3447,2012-11-06,2012-2013 Sri Lanka v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3448,2012-11-10,2012-2013 Sri Lanka v New Zealand  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3449,2012-11-12,2012-2013 Sri Lanka v New Zealand  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3450,2012-11-30,2012-2013 Bangladesh v West Indies  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3451,2012-12-02,2012-2013 Bangladesh v West Indies  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3452,2012-12-05,2012-2013 Bangladesh v West Indies  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3453,2012-12-07,2012-2013 Bangladesh v West Indies  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3454,2012-12-08,2012-2013 Bangladesh v West Indies  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3455,2012-12-30,2012-2013 India v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3456,2013-01-03,2012-2013 India v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3457,2013-01-06,2012-2013 India v Pakistan  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3458,2013-01-11,2012-2013 Australia v Sri Lanka  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3459,2013-01-11,2012-2013 India v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3460,2013-01-13,2012-2013 Australia v Sri Lanka  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3461,2013-01-15,2012-2013 India v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3462,2013-01-18,2012-2013 Australia v Sri Lanka  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3464,2013-01-19,2012-2013 South Africa v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3463,2013-01-19,2012-2013 India v England  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3465,2013-01-20,2012-2013 Australia v Sri Lanka  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3466,2013-01-22,2012-2013 South Africa v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3467,2013-01-23,2012-2013 Australia v Sri Lanka  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3468,2013-01-23,2012-2013 India v England  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3469,2013-01-25,2012-2013 South Africa v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3470,2013-01-27,2012-2013 India v England  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3471,2013-02-01,2012-2013 Australia v West Indies  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3472,2013-02-03,2012-2013 Australia v West Indies  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3473,2013-02-06,2012-2013 Australia v West Indies  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3474,2013-02-08,2012-2013 Australia v West Indies  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3475,2013-02-10,2012-2013 Australia v West Indies  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3476,2013-02-17,2012-2013 New Zealand v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3477,2013-02-20,2012-2013 New Zealand v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3478,2013-02-22,2012-2013 West Indies v Zimbabwe  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3479,2013-02-23,2012-2013 New Zealand v England  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3480,2013-02-24,2012-2013 West Indies v Zimbabwe  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3481,2013-02-26,2012-2013 West Indies v Zimbabwe  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3482,2013-03-06,2011 ICC World Cricket League Championship  - 17th ODI - Afghanistan v Scotland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3483,2013-03-08,2011 ICC World Cricket League Championship  - 18th ODI - Afghanistan v Scotland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3484,2013-03-10,2012-2013 South Africa v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3487,2013-03-15,2012-2013 South Africa v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3488,2013-03-17,2012-2013 South Africa v Pakistan  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3489,2013-03-21,2012-2013 South Africa v Pakistan  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3490,2013-03-23,2012-2013 Sri Lanka v Bangladesh  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3491,2013-03-24,2012-2013 South Africa v Pakistan  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3492,2013-03-25,2012-2013 Sri Lanka v Bangladesh  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3493,2013-03-28,2012-2013 Sri Lanka v Bangladesh  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3494,2013-05-03,2012-2013 Zimbabwe v Bangladesh  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3495,2013-05-05,2012-2013 Zimbabwe v Bangladesh  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3496,2013-05-08,2012-2013 Zimbabwe v Bangladesh  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3497,2013-05-17,2013 Scotland v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3499,2013-05-23,2013 Ireland v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3500,2013-05-26,2013 Ireland v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3501,2013-05-31,2013 England v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3502,2013-05-31,2013 Netherlands v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3503,2013-06-02,2013 England v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3504,2013-06-05,2013 England v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3505,2013-06-06,2013 ICC Champions Trophy  - 1st ODI - India v South Africa -  
Matches/MatchScorecard_ODI.asp?MatchCode=3506,2013-06-07,2013 ICC Champions Trophy  - 2nd ODI - Pakistan v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=3507,2013-06-08,2013 ICC Champions Trophy  - 3rd ODI - England v Australia -  
Matches/MatchScorecard_ODI.asp?MatchCode=3508,2013-06-09,2013 ICC Champions Trophy  - 4th ODI - New Zealand v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3509,2013-06-10,2013 ICC Champions Trophy  - 5th ODI - Pakistan v South Africa -  
Matches/MatchScorecard_ODI.asp?MatchCode=3510,2013-06-11,2013 ICC Champions Trophy  - 6th ODI - India v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=3511,2013-06-12,2013 ICC Champions Trophy  - 7th ODI - Australia v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=3512,2013-06-13,2013 ICC Champions Trophy  - 8th ODI - England v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3513,2013-06-14,2013 ICC Champions Trophy  - 9th ODI - South Africa v West Indies -  
Matches/MatchScorecard_ODI.asp?MatchCode=3514,2013-06-15,2013 ICC Champions Trophy  - 10th ODI - India v Pakistan -  
Matches/MatchScorecard_ODI.asp?MatchCode=3515,2013-06-16,2013 ICC Champions Trophy  - 11th ODI - England v New Zealand -  
Matches/MatchScorecard_ODI.asp?MatchCode=3516,2013-06-17,2013 ICC Champions Trophy  - 12th ODI - Australia v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3517,2013-06-19,2013 ICC Champions Trophy  - 13th ODI (1st Semi-Final) - England v South Africa -  
Matches/MatchScorecard_ODI.asp?MatchCode=3518,2013-06-20,2013 ICC Champions Trophy  - 14th ODI (2nd Semi-Final) - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3519,2013-06-23,2013 ICC Champions Trophy  - 15th ODI (Final) - England v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3520,2013-06-28,2012-2013 West Indies Tri-Nation  - 1st ODI - West Indies v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3521,2013-06-30,2012-2013 West Indies Tri-Nation  - 2nd ODI - West Indies v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3524,2013-07-02,2012-2013 West Indies Tri-Nation  - 3rd ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3525,2013-07-05,2012-2013 West Indies Tri-Nation  - 4th ODI - West Indies v India -  
Matches/MatchScorecard_ODI.asp?MatchCode=3526,2013-07-07,2011 ICC World Cricket League Championship  - 23rd ODI - Netherlands v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3527,2013-07-07,2012-2013 West Indies Tri-Nation  - 5th ODI - West Indies v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3529,2013-07-09,2012-2013 West Indies Tri-Nation  - 6th ODI - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3528,2013-07-09,2011 ICC World Cricket League Championship  - 24th ODI - Netherlands v Ireland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3530,2013-07-11,2012-2013 West Indies Tri-Nation  - 7th ODI (Final) - India v Sri Lanka -  
Matches/MatchScorecard_ODI.asp?MatchCode=3531,2013-07-14,2013-2014 West Indies v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3532,2013-07-16,2013-2014 West Indies v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3533,2013-07-19,2013-2014 West Indies v Pakistan  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3534,2013-07-20,2013-2014 Sri Lanka v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3535,2013-07-21,2013-2014 West Indies v Pakistan  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3536,2013-07-23,2013-2014 Sri Lanka v South Africa  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3538,2013-07-24,2013-2014 West Indies v Pakistan  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3537,2013-07-24,2013-2014 Zimbabwe v India  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3540,2013-07-26,2013-2014 Sri Lanka v South Africa  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3539,2013-07-26,2013-2014 Zimbabwe v India  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3542,2013-07-28,2013-2014 Sri Lanka v South Africa  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3541,2013-07-28,2013-2014 Zimbabwe v India  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3543,2013-07-31,2013-2014 Sri Lanka v South Africa  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3544,2013-08-01,2013-2014 Zimbabwe v India  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3545,2013-08-03,2013-2014 Zimbabwe v India  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3546,2013-08-27,2013-2014 Zimbabwe v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3549,2013-08-29,2013-2014 Zimbabwe v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3550,2013-08-31,2013-2014 Zimbabwe v Pakistan  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3552,2013-09-03,2013 Scotland v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3551,2013-09-03,2013 Ireland v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3554,2013-09-06,2011 ICC World Cricket League Championship  - 27th ODI - Ireland v Scotland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3556,2013-09-08,2011 ICC World Cricket League Championship  - 28th ODI - Ireland v Scotland -  
Matches/MatchScorecard_ODI.asp?MatchCode=3555,2013-09-08,2013 England v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3557,2013-09-11,2013 England v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3558,2013-09-14,2013 England v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3559,2013-09-16,2013 England v Australia  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3560,2013-10-02,2011 ICC World Cricket League Championship  - 29th ODI - Afghanistan v Kenya -  
Matches/MatchScorecard_ODI.asp?MatchCode=3561,2013-10-04,2011 ICC World Cricket League Championship  - 30th ODI - Afghanistan v Kenya -  
Matches/MatchScorecard_ODI.asp?MatchCode=3562,2013-10-13,2013-2014 India v Australia  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3563,2013-10-16,2013-2014 India v Australia  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3564,2013-10-19,2013-2014 India v Australia  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3565,2013-10-23,2013-2014 India v Australia  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3567,2013-10-29,2013-2014 Bangladesh v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3568,2013-10-30,2013-2014 India v Australia  - 6th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3569,2013-10-30,2013-2014 Pakistan v South Africa  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3570,2013-10-31,2013-2014 Bangladesh v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3571,2013-11-01,2013-2014 Pakistan v South Africa  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3572,2013-11-02,2013-2014 India v Australia  - 7th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3573,2013-11-03,2013-2014 Bangladesh v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3574,2013-11-06,2013-2014 Pakistan v South Africa  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3575,2013-11-08,2013-2014 Pakistan v South Africa  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3576,2013-11-10,2013-2014 Sri Lanka v New Zealand  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3577,2013-11-11,2013-2014 Pakistan v South Africa  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3578,2013-11-12,2013-2014 Sri Lanka v New Zealand  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3579,2013-11-16,2013-2014 Sri Lanka v New Zealand  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3580,2013-11-21,2013-2014 India v West Indies  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3582,2013-11-24,2013-2014 South Africa v Pakistan  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3581,2013-11-24,2013-2014 India v West Indies  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3583,2013-11-27,2013-2014 India v West Indies  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3584,2013-11-27,2013-2014 South Africa v Pakistan  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3585,2013-11-30,2013-2014 South Africa v Pakistan  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3586,2013-12-05,2013-2014 South Africa v India  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3587,2013-12-08,2013-2014 South Africa v India  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3588,2013-12-11,2013-2014 South Africa v India  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3589,2013-12-18,2013-2014 Pakistan v Sri Lanka  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3590,2013-12-20,2013-2014 Pakistan v Sri Lanka  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3591,2013-12-22,2013-2014 Pakistan v Sri Lanka  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3592,2013-12-25,2013-2014 Pakistan v Sri Lanka  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3593,2013-12-26,2013-2014 New Zealand v West Indies  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3594,2013-12-27,2013-2014 Pakistan v Sri Lanka  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3596,2014-01-01,2013-2014 New Zealand v West Indies  - 3rd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3597,2014-01-04,2013-2014 New Zealand v West Indies  - 4th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3598,2014-01-07,2013-2014 New Zealand v West Indies  - 5th ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3599,2014-01-12,2013-2014 Australia v England  - 1st ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3600,2014-01-17,2013-2014 Australia v England  - 2nd ODI -  
Matches/MatchScorecard_ODI.asp?MatchCode=3602,2014-01-19,2013-2014 Australia v England  - 3rd ODI -  
