,MATCH_ID,SCORE
56,Matches/MatchScorecard_ODI.asp?MatchCode=3891,8
58,Matches/MatchScorecard_ODI.asp?MatchCode=3894,16
60,Matches/MatchScorecard_ODI.asp?MatchCode=3900,8
62,Matches/MatchScorecard_ODI.asp?MatchCode=3907,16
63,Matches/MatchScorecard_ODI.asp?MatchCode=3935,8
64,Matches/MatchScorecard_ODI.asp?MatchCode=3940,20
65,Matches/MatchScorecard_ODI.asp?MatchCode=3942,16
67,Matches/MatchScorecard_ODI.asp?MatchCode=3947,8
68,Matches/MatchScorecard_ODI.asp?MatchCode=3950,16
69,Matches/MatchScorecard_ODI.asp?MatchCode=3983,8
70,Matches/MatchScorecard_ODI.asp?MatchCode=3985,20
71,Matches/MatchScorecard_ODI.asp?MatchCode=3987,8
72,Matches/MatchScorecard_ODI.asp?MatchCode=3989,16
74,Matches/MatchScorecard_ODI.asp?MatchCode=3992,16
76,Matches/MatchScorecard_ODI.asp?MatchCode=3997,16
77,Matches/MatchScorecard_ODI.asp?MatchCode=3999,8
78,Matches/MatchScorecard_ODI.asp?MatchCode=4002,16
79,Matches/MatchScorecard_ODI.asp?MatchCode=4028,16
80,Matches/MatchScorecard_ODI.asp?MatchCode=4029,24
81,Matches/MatchScorecard_ODI.asp?MatchCode=4030,20
84,Matches/MatchScorecard_ODI.asp?MatchCode=4042,8
85,Matches/MatchScorecard_ODI.asp?MatchCode=4080,8
86,Matches/MatchScorecard_ODI.asp?MatchCode=4083,8
87,Matches/MatchScorecard_ODI.asp?MatchCode=4086,16
88,Matches/MatchScorecard_ODI.asp?MatchCode=4126,8
90,Matches/MatchScorecard_ODI.asp?MatchCode=4182,44
91,Matches/MatchScorecard_ODI.asp?MatchCode=4183,24
92,Matches/MatchScorecard_ODI.asp?MatchCode=4186,16
93,Matches/MatchScorecard_ODI.asp?MatchCode=4187,16
94,Matches/MatchScorecard_ODI.asp?MatchCode=4188,24
95,Matches/MatchScorecard_ODI.asp?MatchCode=4222,24
96,Matches/MatchScorecard_ODI.asp?MatchCode=4224,32
97,Matches/MatchScorecard_ODI.asp?MatchCode=4226,16
99,Matches/MatchScorecard_ODI.asp?MatchCode=4244,8
100,Matches/MatchScorecard_ODI.asp?MatchCode=4247,16
101,Matches/MatchScorecard_ODI.asp?MatchCode=4261,28
102,Matches/MatchScorecard_ODI.asp?MatchCode=4264,8
103,Matches/MatchScorecard_ODI.asp?MatchCode=4269,8
104,Matches/MatchScorecard_ODI.asp?MatchCode=4271,16
105,Matches/MatchScorecard_ODI.asp?MatchCode=4272,8
106,Matches/MatchScorecard_ODI.asp?MatchCode=4303,8
107,Matches/MatchScorecard_ODI.asp?MatchCode=4307,16
108,Matches/MatchScorecard_ODI.asp?MatchCode=4310,16
111,Matches/MatchScorecard_ODI.asp?MatchCode=4328,16
112,Matches/MatchScorecard_ODI.asp?MatchCode=4334,8
114,Matches/MatchScorecard_ODI.asp?MatchCode=4351,8
117,Matches/MatchScorecard_ODI.asp?MatchCode=4408,16
118,Matches/MatchScorecard_ODI.asp?MatchCode=4415,20
119,Matches/MatchScorecard_ODI.asp?MatchCode=4419,16
120,Matches/MatchScorecard_ODI.asp?MatchCode=4421,8
